assiduidade；勤奮；s. f.；A assiduidade é valorizada na empresa.；assiduidade no trabalho
assinalar；標記；v. t.；É importante assinalar as datas.；assinalar a diferença
assistência；援助；s. f.；A assistência médica é gratuita.；assistência social
associação；協會；s. f.；A associação de moradores reúne-se hoje.；associação de ideias
assumir；承擔；v. t.；Ele assumiu a responsabilidade.；assumir o controlo
astúcia；狡猾；s. f.；Venceu com astúcia e inteligência.；astúcia de raposa
atitude；態度；s. f.；A atitude dele foi corajosa.；atitude positiva
atmosfera；氣氛；s. f.；A atmosfera do jantar era agradável.；atmosfera acolhedora
atoleiro；泥潭；s. m.；O carro ficou preso no atoleiro.；atoleiro político
atracão；吸引力；s. f.；Sinto uma grande atracão por ele.；atracão física
atraso；延遲；s. m.；O atraso do voo foi de duas horas.；atraso mental
atrevimento；膽量；s. m.；Ele teve o atrevimento de responder.；atrevimento de mais
atribuição；分配；s. f.；A atribuição de tarefas foi justa.；atribuição de prémios
atribuir；歸因於；v. t.；Atribuíram o sucesso ao esforço.；atribuir a
audácia；大膽；s. f.；A audácia do explorador era lendária.；audácia de espírito
audição；聽力；s. f.；A audição dele está comprometida.；audição pública
auditório；禮堂；s. m.；O auditório estava lotado.；auditório universitário
auge；頂峰；s. m.；No auge da carreira, reformou-se.；auge do sucesso
aumento；增加；s. m.；Houve um aumento de salário.；aumento de preços
aurora；曙光；s. f.；A aurora pintou o céu de laranja.；aurora boreal
ausência；缺席；s. f.；A ausência dele foi notada.；ausência de provas
autêntico；真實的；adj.；Este é um quadro autêntico.；autêntico original
autista；自閉症者；adj.；O menino autista tem necessidades especiais.；criança autista
autobiografia；自傳；s. f.；A autobiografia do cantor é um bestseller.；autobiografia romanceada
autocolante；貼紙；s. m.；Colei um autocolante na mala.；autocolante decorativo
autoconfiança；自信；s. f.；A autoconfiança é fundamental.；autoconfiança inabalável
autocontrolo；自制；s. m.；Perdeu o autocontrolo durante a discussão.；autocontrolo emocional
autocrítica；自我批評；s. f.；A autocrítica ajuda a melhorar.；autocrítica construtiva
autodescoberta；自我發現；s. f.；A viagem foi de autodescoberta.；autodescoberta pessoal
autoestima；自尊；s. f.；Ele tem a autoestima muito baixa.；autoestima elevada
autonomia；自主；s. f.；O carro tem autonomia para 500 km.；autonomia financeira
autoridade；權威；s. f.；Fala com autoridade no assunto.；autoridade competente
autorização；授權；s. f.；Preciso de autorização para entrar.；autorização parental
autorrealização；自我實現；s. f.；A autorrealização é o objetivo máximo.；autorrealização profissional
autossuficiente；自給自足的；adj.；A quinta é autossuficiente.；tornar-se autossuficiente
auxílio；幫助；s. m.；Ofereceu auxílio aos necessitados.；auxílio financeiro
avaliador；評估者；s. m.；O avaliador deu a nota máxima.；avaliador externo
avanço；進步；s. m.；Houve um grande avanço tecnológico.；avanço científico
avaria；故障；s. f.；O carro teve uma avaria na autoestrada.；avaria técnica
avassalador；壓倒性的；adj.；A multidão era avassaladora.；avassalador entusiasmo
avenida；大道；s. f.；A avenida principal está engarrafada.；avenida movimentada
aventura；冒險；s. f.；A aventura no rio foi emocionante.；aventura amorosa
aversão；厭惡；s. f.；Tenho aversão a violência.；aversão a
avesso；反面；s. m.；O avesso do tecido é mais bonito.；do avesso
avião；飛機；s. m.；O avião descolou às oito.；avião comercial
avisar；通知；v. t.；Avisei-o do perigo iminente.；avisar sobre
aviso；通知；s. m.；Recebi um aviso de cobrança.；aviso prévio
axial；核心的；adj.；Esta é uma questão axial.；papel axial
azáfama；忙碌；s. f.；A azáfama do aeroporto stresses-me.；azáfama diária
azar；倒霉；s. m.；Que azar ter perdido o autocarro.；azar no jogo
azeda；酸味；s. f.；O sumo tem um travo de azeda.；azedo ao paladar
azulejo；瓷磚；s. m.；Os azulejos da cozinha são azuis.；azulejo português
babel；混亂；s. f.；A sala era uma babel de vozes.；babel de sons
bacalhau；鱈魚；s. m.；O bacalhau é um prato típico.；bacalhau à brás
bacante；狂放的女人；s. f.；A festa parecia uma bacante.；bacante de carnaval
bacharel；學士；s. m.；Ele é bacharel em Direito.；bacharel em
bagagem；行李；s. f.；A bagagem extraviou-se.；bagagem de mão
bagaço；渣；s. m.；O bagaço da uva serve para adubo.；bagaço de azeitona
baile；舞會；s. m.；O baile de formatura foi inesquecível.；baile de máscaras
bainha；裙邊；s. f.；A bainha das calças desfez-se.；bainha da saia
bairro；街區；s. m.；Mudámo-nos para um bairro tranquilo.；bairro social
baixa；下降；s. f.；A bolsa registou uma baixa.；baixa de preços
baixela；餐具；s. f.；A baixela de prata é valiosa.；baixela de porcelana
baixinho；小聲地；adv.；Fala baixinho para não acordar o bebé.；falar baixinho
baixista；看跌的；adj.；O mercado está baixista.；tendência baixista
bajulação；奉承；s. f.；A bajulação não funciona comigo.；bajulação excessiva
balanço；平衡；s. m.；Fiz o balanço do ano.；balanço financeiro
balbúrdia；混亂；s. f.；A balbúrdia na sala de aula era total.；balbúrdia generalizada
baldeação；轉運；s. f.；Fizemos baldeação em Madrid.；baldeação de mercadorias
baliza；球門；s. f.；A bola bateu na baliza.；baliza de trânsito
banca；銀行業；s. f.；A banca está em crise.；banca de jornal
bandeira；旗幟；s. f.；A bandeira nacional foi hasteada.；bandeira branca
banimento；禁止；s. m.；O banimento de substâncias tóxicas é urgente.；banimento de
banqueiro；銀行家；s. m.；O banqueiro financiou o projeto.；banqueiro de investimento
banquete；宴會；s. m.；O banquete de casamento foi luxuoso.；banquete real
baptismo；洗禮；s. m.；O baptismo do bebé foi na igreja.；baptismo de fogo
barafunda；混亂；s. f.；A barafunda do trânsito irrita-me.；barafunda de gente
barbearia；理髮店；s. f.；Vou à barbearia cortar o cabelo.；barbearia clássica
barbárie；野蠻；s. f.；A barbárie da guerra chocou o mundo.；ato de barbárie
barganha；討價還價；s. f.；A barganha no mercado é comum.；barganha de preço
barreira；障礙；s. f.；A barreira alfandegária foi levantada.；barreira linguística
baseado；基於；adj.；O relatório é baseado em factos.；baseado em
bastante；足夠的；adv.；Já comi bastante.；bastante grande
bastonete；警棍；s. m.；O polícia usou o bastonete.；bastonete policial
batota；作弊；s. f.；Fez batota no exame.；batota no jogo
batuque；鼓點；s. m.；O batuque animou a festa.；batuque africano
bazar；義賣；s. m.；O bazar da escola arrecadou fundos.；bazar de caridade
bebedice；醉酒；s. f.；A bebedice levou-o a fazer disparates.；bebedice habitual
beijinho；吻；s. m.；Deu-lhe um beijinho na testa.；beijinho de despedida
beleza；美麗；s. f.；A beleza da paisagem é indescritível.；beleza interior
beneficência；慈善；s. f.；A instituição de beneficência ajuda muitos.；beneficência pública
beneficiar；受益；v. t.；Todos beneficiaram com a mudança.；beneficiar de
benção；祝福；s. f.；Recebeu a bênção do padre.；bênção divina
bens；財產；s. m. pl.；Os bens da família foram vendidos.；bens móveis
berço；搖籃；s. m.；O berço do bebé é novo.；berço de ouro
berraria；吵鬧；s. f.；A berraria das crianças não parava.；berraria infantil
besta；野獸；s. f.；A besta selvagem fugiu.；besta feroz
bestial；極好的；adj.；O concerto foi bestial.；bestial mesmo
bibliografia；參考文獻；s. f.；A bibliografia do livro é extensa.；bibliografia recomendada
bicada；啄；s. f.；O pássaro deu uma bicada no pão.；bicada de ave
bicharada；蟲子；s. f.；A bicharada no jardim é variada.；bicharada nojenta
bicho；蟲；s. m.；Encontrei um bicho na salada.；bicho de estimação
bienal；雙年展；s. f.；A bienal de arte abriu hoje.；bienal de arquitetura
bigode；鬍子；s. m.；Ele deixou crescer o bigode.；bigode espesso
bilheteira；售票處；s. f.；A bilheteira está fechada.；bilheteira online
bilionário；億萬富翁；s. m.；O bilionário doou milhões.；bilionário filantropo
biodiversidade；生物多樣性；s. f.；A biodiversidade está ameaçada.；biodiversidade marinha
biografia；傳記；s. f.；Estou a ler a biografia de Pessoa.；biografia romanceada
biotecnologia；生物技術；s. f.；A biotecnologia avançou muito.；biotecnologia aplicada
birra；發脾氣；s. f.；A criança fez uma birra no supermercado.；birra infantil
bisonho；笨拙的；adj.；O novo funcionário é bisonho.；bisonho no trabalho
bizarro；古怪的；adj.；O comportamento dele foi bizarro.；situação bizarra
blasfémia；褻瀆；s. f.；As suas palavras foram blasfémia.；blasfémia religiosa
blindagem；裝甲；s. f.；O carro tem blindagem.；blindagem de segurança
bloqueio；阻塞；s. m.；O bloqueio na estrada durou horas.；bloqueio emocional
boato；謠言；s. m.；O boato espalhou-se rapidamente.；boato infundado
bobagem；傻話；s. f.；Não digas bobagens.；falar bobagens
bobeira；愚蠢；s. f.；Foi uma bobeira acreditar nisso.；bobeira juvenil
boca；嘴巴；s. f.；Abriu a boca para falar.；boca do estômago
boémio；波西米亞的；adj.；Ele tem um estilo de vida boémio.；vida boémia
bofetada；耳光；s. f.；Deu-lhe uma bofetada na cara.；bofetada moral
boicote；抵制；s. m.；O boicote ao produto foi grande.；boicote económico
bojo；鼓起；s. m.；O bojo do vestido está fora de moda.；bojo da garrafa
bolacha；餅乾；s. f.；Comi uma bolacha com manteiga.；bolacha maria
boletim；公報；s. m.；O boletim de notícias saiu.；boletim informativo
boliche；保齡球；s. m.；Vamos jogar boliche no sábado.；boliche de rua
bolo；蛋糕；s. m.；Fiz um bolo de aniversário.；bolo de chocolate
bolsa；包；s. f.；A bolsa de valores caiu.；bolsa de estudo
bomba；炸彈；s. f.；A bomba foi desativada a tempo.；bomba de gasolina
bombardeamento；轟炸；s. m.；O bombardeamento da cidade foi devastador.；bombardeamento aéreo
bonança；平靜；s. f.；Depois da tempestade vem a bonança.；bonança financeira
boné；帽子；s. m.；Usa um boné para se proteger do sol.；boné de baseball
borbulha；痘痘；s. f.；Tenho uma borbulha na testa.；borbulha de acne
bordado；刺繡；s. m.；O bordado da toalha é feito à mão.；bordado regional
bordão；口頭禪；s. m.；O «tipo assim» é o bordão dele.；bordão de festa
borracha；橡皮擦；s. f.；Preciso de uma borracha para apagar.；borracha escolar
bosque；樹林；s. m.；O bosque é perfeito para caminhadas.；bosque encantado
bosta；糞便；s. f.；Cuidado com a bosta de vaca.；bosta de cavalo
bota；靴子；s. f.；As botas de chuva estão no armário.；bota de montanha
botânica；植物學；s. f.；A botânica é uma ciência fascinante.；botânica tropical
botequim；小酒館；s. m.；O botequim da esquina serve petiscos.；botequim tradicional
boxe；拳擊；s. m.；Ele pratica boxe desde jovem.；boxe tailandês
bracelete；手鐲；s. f.；A bracelete de prata brilha.；bracelete de ouro
braçada；划水；s. f.；Deu uma braçada forte na piscina.；braçada de natação
bradar；呼喊；v. i.；Bradou contra a injustiça.；bradar aos céus
brainstorming；腦力激盪；s. m.；Fizemos um brainstorming de ideias.；sessão de brainstorming
brando；溫和的；adj.；O tempero é brando.；carácter brando
branquear；漂白；v. t.；Vou branquear a roupa.；branquear dinheiro
bravata；虛張聲勢；s. f.；As bravatas dele não enganam ninguém.；bravata infantil
bravo；勇敢的；adj.；O soldado foi bravo.；bravo guerreiro
brecha；裂縫；s. f.；Há uma brecha na parede.；brecha de mercado
brevemente；簡短地；adv.；Falarei brevemente sobre o assunto.；brevemente explicado
brevidade；簡短；s. f.；A brevidade do discurso agradou.；com brevidade
briga；爭吵；s. f.；A briga entre os dois foi feia.；briga de rua
brilho；光澤；s. m.；O brilho do diamante é único.；brilho nos olhos
brincadeira；玩笑；s. f.；Foi só uma brincadeira.；brincadeira de criança
brinquedo；玩具；s. m.；O brinquedo favorito dele é o carrinho.；brinquedo educativo
brisa；微風；s. f.；A brisa do mar é refrescante.；brisa suave
brocado；錦緞；s. m.；O vestido é de brocado.；brocado dourado
bronca；責罵；s. f.；Levei uma bronca do chefe.；bronca merecida
brutalidade；殘暴；s. f.；A brutalidade policial foi condenada.；brutalidade inaceitável
bruxaria；巫術；s. f.；Acreditam em bruxaria na aldeia.；bruxaria tradicional
bucho；胃；s. m.；O bucho do porco é usado na culinária.；bucho cheio
budismo；佛教；s. m.；O budismo é uma religião milenar.；budismo tibetano
bueiro；下水道；s. m.；O bueiro entupiu com a chuva.；bueiro de rua
buliçar；騷動；v. i.；As crianças buliçavam no recreio.；buliçar de alegria
buraco；洞；s. m.；O buraco na estrada é perigoso.；buraco negro
burguesia；資產階級；s. f.；A burguesia cresceu no século XIX.；burguesia comercial
burla；詐騙；s. f.；A burla foi descoberta a tempo.；burla financeira
burocracia；官僚主義；s. f.；A burocracia atrasa os processos.；burocracia estatal
bússola；指南針；s. f.；A bússola aponta para norte.；bússola moral
busto；胸像；s. m.；O busto do poeta está no jardim.；busto de bronze
cabana；小屋；s. f.；A cabana na floresta é acolhedora.；cabana de madeira
cabeça；頭；s. f.；Ele tem uma boa cabeça para negócios.；cabeça dura
cabeçalho；標題；s. m.；O cabeçalho do documento está correto.；cabeçalho de jornal
cabeleireiro；理髮師；s. m.；Vou ao cabeleireiro amanhã.；cabeleireiro unissexo
cabo；電纜；s. m.；O cabo do computador partiu-se.；cabo de guerra
cabra；山羊；s. f.；A cabra subiu ao telhado.；cabra montês
caça；狩獵；s. f.；A caça é proibida nesta zona.；caça ao tesouro
caçador；獵人；s. m.；O caçador percorreu a floresta.；caçador de recompensas
cachecol；圍巾；s. m.；Usei um cachecol para me aquecer.；cachecol de lã
cachimbo；煙斗；s. m.；Ele fumava cachimbo.；cachimbo de barro
cadafalso；斷頭台；s. m.；O cadafalso foi montado na praça.；cadafalso medieval
cadastro；登記；s. m.；O cadastro predial está atualizado.；cadastro de imóveis
cadeado；掛鎖；s. m.；Pus um cadeado na mala.；cadeado de segurança
cadeia；監獄；s. f.；Ele foi parar na cadeia.；cadeia alimentar
cadência；節奏；s. f.；A cadência da música é envolvente.；cadência perfeita
caderno；筆記本；s. m.；O caderno está cheio de anotações.；caderno escolar
café；咖啡；s. m.；Vou tomar um café.；café da manhã
cafetaria；咖啡館；s. f.；A cafetaria da universidade está lotada.；cafetaria ao ar livre
caiar；粉刷；v. t.；Vamos caiar a parede.；caiar a casa
caixa；盒子；s. f.；A caixa está vazia.；caixa de correio
caixão；棺材；s. m.；O caixão foi levado em cortejo.；caixão de madeira
calabouço；地牢；s. m.；O prisioneiro foi levado ao calabouço.；calabouço medieval
calafrio；寒顫；s. m.；Senti um calafrio na espinha.；calafrio de medo
calamidade；災難；s. f.；A calamidade pública foi declarada.；calamidade natural
calcanhar；腳跟；s. m.；O calcanhar do pé está dorido.；calcanhar de Aquiles
calção；短褲；s. m.；Usei calções para correr.；calção de banho
calcar；踩；v. t.；Calcaste o pé sem querer.；calcar aos pés
calçada；人行道；s. f.；A calçada portuguesa é bonita.；calçada de pedra
caldeirada；燉菜；s. f.；A caldeirada de peixe é deliciosa.；caldeirada à moda
caldo；湯；s. m.；O caldo verde é típico.；caldo de galinha
caleidoscópio；萬花筒；s. m.；O caleidoscópio mostra padrões coloridos.；caleidoscópio de cores
calhar；碰巧；v. i.；Se calhar, vamos ao cinema.；calhar bem
calibre；口徑；s. m.；O calibre da arma é grande.；calibre moral
calma；平靜；s. f.；Mantém a calma.；calma aparente
calmaria；無風；s. f.；A calmaria antes da tempestade.；calmaria do mar
calor；熱；s. m.；O calor no verão é intenso.；calor humano
calúnia；誹謗；s. f.；A calúnia difamou o político.；calúnia difamatória
calvário；苦難；s. m.；O calvário dele durou anos.；calvário pessoal
cama；床；s. f.；A cama é confortável.；cama de casal
camada；層；s. f.；A camada de tinta é fina.；camada de ozono
câmara；相機；s. f.；A câmara grava em 4K.；câmara de segurança
cambalhota；翻筋斗；s. f.；A criança deu uma cambalhota.；cambalhota no chão
caminhada；步行；s. f.；A caminhada na serra foi cansativa.；caminhada matinal
caminho；道路；s. m.；O caminho para a praia é longo.；caminho de ferro
campanha；活動；s. f.；A campanha eleitoral começou.；campanha de angariação
campesino；農民；s. m.；O campesino cultiva a terra.；campesino humilde
campista；露營者；s. m.；Os campistas montaram a tenda.；campista entusiasta
campo；田野；s. m.；O campo está florido na primavera.；campo de futebol
camuflagem；偽裝；s. f.；A camuflagem do animal é perfeita.；camuflagem militar
canal；頻道；s. m.；Muda de canal, por favor.；canal de televisão
canário；金絲雀；s. m.；O canário canta de manhã.；canário amarelo
cancelamento；取消；s. m.；O cancelamento do voo foi inesperado.；cancelamento de assinatura
cancro；癌症；s. m.；O cancro é uma doença grave.；cancro do pulmão
candeeiro；燈；s. m.；O candeeiro de teto ilumina a sala.；candeeiro de mesa
candidatura；申請；s. f.；A candidatura ao emprego foi submetida.；candidatura espontânea
cansaço；疲勞；s. m.；O cansaço é visível no rosto dele.；cansaço extremo
cantar；唱歌；v. t.；Ela canta muito bem.；cantar uma canção
cantina；食堂；s. f.；A cantina da escola serve almoço.；cantina universitária
canto；角落；s. m.；Ele está no canto da sala.；canto do pássaro
canudo；紙筒；s. m.；O canudo de formatura é simbólico.；canudo de papel
caos；混亂；s. m.；O caos instalou-se na cidade.；caos generalizado
capacete；頭盔；s. m.；Usa capacete na obra.；capacete de motociclista
capacidade；能力；s. f.；Ele tem capacidade para liderar.；capacidade mental
capacitar；賦能；v. t.；O curso capacita os jovens.；capacitar para o trabalho
capataz；工頭；s. m.；O capataz supervisiona os trabalhadores.；capataz de obra
capaz；能夠的；adj.；És capaz de fazer isso.；capaz de tudo
capela；小教堂；s. f.；A capela do colégio é antiga.；capela mortuária
capítulo；章節；s. m.；O capítulo final do livro é emocionante.；capítulo importante
cápsula；膠囊；s. f.；A cápsula do medicamento é azul.；cápsula espacial
captação；捕獲；s. f.；A captação de água é eficiente.；captação de recursos
captura；抓捕；s. f.；A captura do criminoso foi noticiada.；captura de imagem
carácter；性格；s. m.；Ele tem um carácter forte.；carácter moral
característica；特徵；s. f.；A característica principal é a cor.；característica única
caracterização；描述；s. f.；A caracterização da personagem é realista.；caracterização psicológica
caravana；車隊；s. f.；A caravana atravessou o deserto.；caravana de camelos
carbono；碳；s. m.；A pegada de carbono deve ser reduzida.；dióxido de carbono
carcereiro；獄卒；s. m.；O carcereiro abriu a cela.；carcereiro implacável
cardápio；菜單；s. m.；O cardápio do restaurante é variado.；cardápio digital
careca；禿頭；adj.；Ele está a ficar careca.；careca precoce
carência；匱乏；s. f.；A carência de afeto afeta as crianças.；carência de vitaminas
careta；鬼臉；s. f.；Fez uma careta de desagrado.；careta engraçada
carga；負載；s. f.；A carga do camião é pesada.；carga elétrica
caricatura；漫畫；s. f.；A caricatura do político era hilariante.；caricatura política
caridade；慈善；s. f.；A caridade é uma virtude.；caridade cristã
carioca；里約人；adj.；Ele é carioca da gema.；sotaque carioca
carisma；魅力；s. m.；O carisma do líder é notável.；carisma natural
carnaval；狂歡節；s. m.；O carnaval no Rio é famoso.；carnaval de rua
carne；肉；s. f.；A carne está bem passada.；carne de porco
caro；昂貴的；adj.；O carro é muito caro.；preço caro
carpa；鯉魚；s. f.；A carpa do lago é gigante.；carpa koi
carranca；愁容；s. f.；A carranca dele assustou as crianças.；carranca severa
carreira；職業；s. f.；Ela seguiu carreira na medicina.；carreira profissional
carreteiro；運貨人；s. m.；O carreteiro transporta mercadorias.；carreteiro de longa distância
carro；汽車；s. m.；O carro avariou na estrada.；carro elétrico
carroça；馬車；s. f.；A carroça estava carregada de feno.；carroça de bois
carta；信；s. f.；Recebi uma carta do banco.；carta de condução
cartão；卡；s. m.；Paguei com cartão de crédito.；cartão de visita
carteira；錢包；s. f.；Perdi a carteira no metro.；carteira de motorista
cartilha；入門書；s. f.；A cartilha ensina o básico.；cartilha educativa
cartografia；製圖學；s. f.；A cartografia evoluiu com a tecnologia.；cartografia digital
cartucho；彈藥筒；s. m.；O cartucho da impressora acabou.；cartucho de tinta
carvão；煤炭；s. m.；O carvão é usado para aquecer.；carvão vegetal
casa；房子；s. f.；A casa tem um belo jardim.；casa de banho
casaco；外套；s. m.；Veste o casaco que está frio.；casaco de couro
casal；夫妻；s. m.；O casal viajou de férias.；casal apaixonado
cascata；瀑布；s. f.；A cascata no parque é linda.；cascata de água
caseiro；自製的；adj.；O pão caseiro é delicioso.；comida caseira
caso；情況；s. m.；Em caso de incêndio, saia do edifício.；caso de estudo
castanho；棕色；adj.；Os olhos castanhos são comuns.；castanho claro
castelo；城堡；s. m.；O castelo medieval está em ruínas.；castelo de areia
castigo；懲罰；s. m.；O castigo foi justo.；castigo severo
casualidade；偶然性；s. f.；Foi uma casualidade encontrá-lo.；por casualidade
cataclismo；災變；s. m.；O cataclismo destruiu a cidade.；cataclismo natural
catálogo；目錄；s. m.；O catálogo de produtos é extenso.；catálogo online
catalisar；催化；v. t.；A inovação catalisa a mudança.；catalisar reações
catapulta；投石機；s. f.；A catapulta foi usada na guerra.；catapulta romana
catástrofe；災難；s. f.；A catástrofe natural foi devastadora.；catástrofe humanitária
catedral；大教堂；s. f.；A catedral da cidade é imponente.；catedral gótica
categoria；類別；s. f.；Em que categoria se enquadra?；categoria profissional
cativante；迷人的；adj.；A história é cativante.；personalidade cativante
cativar；吸引；v. t.；O palestrante cativou a audiência.；cativar a atenção
cativeiro；囚禁；s. m.；O animal viveu em cativeiro.；cativeiro injusto
causador；肇因者；s. m.；Ele foi o causador do acidente.；causador de problemas
cautela；謹慎；s. f.；Age com cautela nestes assuntos.；cautela redobrada
cavar；挖；v. t.；O cão cavou um buraco no jardim.；cavar a terra
cedência；讓步；s. f.；A cedência do terreno foi negociada.；cedência de direitos
cedo；早；adv.；Acordo cedo todos os dias.；cedo ou tarde
célula；細胞；s. f.；A célula é a unidade básica.；célula nervosa
cena；場景；s. f.；A cena do filme é dramática.；cena de crime
cenário；場景；s. m.；O cenário do teatro é impressionante.；cenário económico
censo；人口普查；s. m.；O censo é realizado de dez em dez anos.；censo populacional
censura；審查；s. f.；A censura à imprensa é inaceitável.；censura moral
centelha；火花；s. f.；A centelha da criatividade.；centelha divina
central；中心的；adj.；A estação central é movimentada.；localização central
centro；中心；s. m.；O centro da cidade está cheio.；centro comercial
ceptro；權杖；s. m.；O ceptro real é dourado.；ceptro de ouro
cerca；圍欄；s. f.；A cerca do campo está partida.；cerca elétrica
cérebro；大腦；s. m.；O cérebro humano é complexo.；cérebro eletrónico
cerimónia；儀式；s. f.；A cerimónia de casamento foi linda.；cerimónia de abertura
certeza；確定性；s. f.；Tenho a certeza de que sim.；certeza absoluta
certidão；證明；s. f.；A certidão de nascimento é necessária.；certidão de óbito
certificado；證書；s. m.；Recebi o certificado do curso.；certificado de formação
certificar；確認；v. t.；Preciso certificar a autenticidade.；certificar-se de
cerveja；啤酒；s. f.；Vamos beber uma cerveja.；cerveja artesanal
cesto；籃子；s. m.；O cesto da roupa está cheio.；cesto de vime
cetim；緞子；s. m.；O vestido de cetim é elegante.；cetim branco
chama；火焰；s. f.；A chama da vela iluminou o quarto.；chama eterna
chamariz；誘餌；s. m.；O chamariz atraiu os pássaros.；chamariz turístico
champô；洗髮精；s. m.；O champô para cabelos secos é caro.；champô anticaspa
chance；機會；s. f.；Dá-me uma chance de explicar.；chance de ouro
chantagem；勒索；s. f.；A chantagem emocional é cruel.；chantagem financeira
chapa；板；s. f.；A chapa do carro está amassada.；chapa de metal
charlatão；江湖郎中；s. m.；O charlatão vendeu remédios falsos.；charlatão da feira
charneca；荒野；s. f.；A charneca é árida.；charneca portuguesa
chatear；煩擾；v. t.；Não me chateies com isso.；chatear alguém
chave；鑰匙；s. f.；Perdi a chave de casa.；chave inglesa
chefe；主管；s. m.；O chefe de equipa é exigente.；chefe de família
chegada；到達；s. f.；A chegada do comboio atrasou.；chegada triunfal
cheio；滿的；adj.；O copo está cheio.；cheio de energia
cheiro；氣味；s. m.；O cheiro a café é agradável.；cheiro agradável
cheque；支票；s. m.；Passou um cheque ao portador.；cheque sem fundos
chicote；鞭子；s. m.；O chicote do condutor estalou.；chicote elétrico
chique；時尚的；adj.；O restaurante é muito chique.；chique e elegante
choramingar；嗚咽；v. t.；A criança choramingou porque queria o brinquedo.；choramingar por
chorar；哭；v. t.；Ela chorou de alegria.；chorar por
choro；哭泣；s. m.；O choro do bebé acordou-o.；choro compulsivo
chover；下雨；v. i.；Choveu durante toda a noite.；chover a potes
chumbo；鉛；s. m.；O encanamento é de chumbo.；chumbo na escola
chuva；雨；s. f.；A chuva forte alagou a rua.；chuva ácida
cicatriz；疤痕；s. f.；A cicatriz no braço é visível.；cicatriz psicológica
ciclo；循環；s. m.；O ciclo da água é fascinante.；ciclo vicioso
cidadania；公民身份；s. f.；A cidadania portuguesa é desejada.；cidadania ativaargumento；論點；substantivo masculino；O teu argumento não convenceu ninguém na reunião.；sem
discutir；討論；verbo；Eles discutiram o orçamento durante horas.；discutir sobre
opinião；意見；substantivo feminino；Na minha opinião, devíamos esperar mais um pouco.；na minha opinião
concordar；同意；verbo；Concordo contigo em relação ao novo projeto.；concordar com
discordar；不同意；verbo；Discordo totalmente da tua decisão.；discordar de
crítico；批評的；adjetivo；Ele foi muito crítico em relação ao trabalho dela.；ser crítico de
elogiar；讚揚；verbo；O professor elogiou o teu desempenho.；elogiar por
queixar-se；抱怨；verbo；Ela queixa-se sempre do trânsito.；queixar-se de
orgulhoso；自豪的；adjetivo；Estou orgulhoso do teu sucesso.；orgulhoso de
envergonhado；羞愧的；adjetivo；Ele ficou envergonhado com o erro que cometeu.；envergonhado de
aborrecido；無聊的/惱火的；adjetivo；Estou aborrecida com esta espera toda.；aborrecido com
entusiasmado；熱情高漲的；adjetivo；Estamos entusiasmados com a viagem a Lisboa.；entusiasmado com
preocupado；擔心的；adjetivo；Estou preocupado com os resultados dos exames.；preocupado com
aliviado；放心的；adjetivo；Fiquei aliviado quando soube que estás bem.；aliviado com
ansioso；焦慮的；adjetivo；Ela está ansiosa por começar o novo emprego.；ansioso por
confiante；自信的；adjetivo；Estamos confiantes de que vamos ganhar o jogo.；confiante em
invejoso；嫉妒的；adjetivo；Não sejas invejoso do sucesso dos outros.；invejoso de
satisfeito；滿意的；adjetivo；Estou satisfeita com o resultado final.；satisfeito com
insatisfeito；不滿意的；adjetivo；Os clientes estão insatisfeitos com o serviço.；insatisfeito com
decepcionado；失望的；adjetivo；Fiquei decepcionado com a atitude dele.；decepcionado com
frustrado；沮喪的；adjetivo；Ela está frustrada por não conseguir encontrar trabalho.；frustrado com
surpreendido；驚訝的；adjetivo；Fiquei surpreendida com a notícia.；surpreendido com
chateado；惱火的；adjetivo；Estou chateado com o que aconteceu ontem.；chateado com
aborrecer-se；感到無聊；verbo；Aborreço-me facilmente em palestras longas.；aborrecer-se com
entusiasmar-se；感到興奮；verbo；Entusiasmo-me sempre que falo de música.；entusiasmar-se com
preocupar-se；擔心；verbo；Não te preocupes com isso agora.；preocupar-se com
aliviar；減輕；verbo；Este medicamento alivia as dores de cabeça.；aliviar a
confiar；信任；verbo；Confio plenamente na tua palavra.；confiar em
desconfiar；不信任；verbo；Desconfio das intenções dele.；desconfiar de
admirar；欽佩；verbo；Admiro a tua paciência com as crianças.；admirar por
respeitar；尊重；verbo；É importante respeitar as opiniões dos outros.；respeitar por
apoiar；支持；verbo；A família apoiou-o durante a doença.；apoiar em
incentivar；鼓勵；verbo；O professor incentiva os alunos a ler mais.；incentivar a
desencorajar；勸阻；verbo；Não me desencorajes agora que estou tão perto.；desencorajar de
exigir；要求；verbo；O cargo exige muita dedicação.；exigir de
permitir；允許；verbo；Os pais permitiram-lhe viajar sozinho.；permitir a
proibir；禁止；verbo；A lei proíbe fumar em espaços fechados.；proibir de
obrigar；強迫；verbo；Ninguém te obriga a ficar.；obrigar a
aconselhar；建議；verbo；Aconselho-te a estudares todos os dias.；aconselhar a
sugerir；提議；verbo；Sugiro que marcarmos uma reunião.；sugerir a
recomendar；推薦；verbo；Recomendo este restaurante a todos os meus amigos.；recomendar a
propor；提議；verbo；Ele propôs uma solução diferente.；propor a
recusar；拒絕；verbo；Ela recusou o convite para a festa.；recusar a
aceitar；接受；verbo；Aceito a tua sugestão sem problemas.；aceitar de
admitir；承認；verbo；Ele admitiu que estava errado.；admitir a
